folder,fid,B01_median,B02_median,B03_median,B04_median,B05_median,B06_median,B07_median,B08_median,B09_median,B11_median,B12_median,B8A_median,ndvi_median,GLI_median,CVI_median,SIPI_median,S2REP_median,CCCI_median,hue_median,RENDVI_median,RECI_median,RECI2_median,evi_median,evi2_median,npcri_median,ndwi_median,field_tile_count_median,field_overlap_count_median,B01_max,B02_max,B03_max,B04_max,B05_max,B06_max,B07_max,B08_max,B09_max,B11_max,B12_max,B8A_max,ndvi_max,GLI_max,CVI_max,SIPI_max,S2REP_max,CCCI_max,hue_max,RENDVI_max,RECI_max,RECI2_max,evi_max,evi2_max,npcri_max,ndwi_max,field_tile_count_max,field_overlap_count_max,tile_width,tile_height
0013,14,1830,1910,2218,2560,3116,3599,3788,3878,3878,3921,3449,3945,0.200886496754789,0.000118609892064998,1.99896867910995,1.50538406317301,712.232142857143,0.595867852071322,1.57078018704264,0.0785648004948964,0.502773375594295,0.283161720169594,0.663080731150038,0.482051282051282,0.146770143802785,-0.270535560530394,69,1,1848,2140,2542,2938,3302,3860,4124,4345,3927,4087,3688,4266,0.310905249471802,0.0418510557592616,2.18750388441445,1.75583864118896,721.836206896552,0.776589933710334,1.5707866120578,0.13055729492799,0.902358490566038,0.491657791977281,1.18278273450687,0.746051348716282,0.177914110429448,-0.221646143875567,69,1,,
0014,15,1766,1810,2164,2462,2925,3503,3717,3786,3799,3860,3342,3823,0.208999021845452,0.00984780662488809,1.9351858533108,1.48944487881157,713.885209713024,0.588051784980839,1.57077651073987,0.0885795634292945,0.528441879637263,0.289464221503057,0.676147176993022,0.501515892420538,0.143128412057916,-0.268202455019337,193,1,1805,2026,2370,2692,3088,3625,3927,4321,3927,4172,3652,4144,0.367590206185567,0.0721435070843624,2.1526309250829,1.81496062992126,723.578767123288,0.788202270955578,1.57078609876002,0.139661233620965,1.16250636780438,0.555995678790061,1.43377733098769,0.882074408117249,0.184821428571429,-0.230305062018103,193,1,,
0015,16,1760,1824,2064,2298,2688,3119,3350,3318,3238,3389,3074,3446,0.183393501805054,0.000732243104710764,1.80002055040689,1.46487006737247,716.09011627907,0.595523684090257,1.57077169824193,0.0685497760936962,0.449160035366932,0.238661710037175,0.738240727582777,0.440064970221982,0.117878192534381,-0.235237913242882,399,1,1875,2006,2280,2730,2896,3362,3614,3566,3797,3633,3278,3728,0.281351060007187,0.0350404312668464,1.99381449663777,2.21885521885522,727.902374670185,0.839745901758965,1.57078504554027,0.15421686746988,0.783,0.430405134376254,1.43993724787091,0.675121250224537,0.152871621621622,-0.186295503211991,399,1,,
0016,17,1739,1702,1955.5,2031,2511,3232,3503,3510.5,3238,3315.5,2792.5,3585,0.265246142542248,0.0232069146959569,1.85235500751298,1.2248169030458,716.662374614197,0.619455880588631,1.57070910358752,0.126681810239385,0.722,0.397423578248589,1.24207906482465,0.636473829201102,0.0905288235131167,-0.281452116787266,92,1,1875,1810,2082,2268,2728,3373,3614,3922,3797,3474,3117,3858,0.336845802599227,0.0435690060005218,2.1132405738727,1.5,723.660477453581,0.768088335048891,1.57077394902886,0.15421686746988,1.01588983050847,0.596255596255596,1.8649449618967,0.80828797190518,0.131172069825436,-0.234011090573013,92,1,,
0017,18,1875,1836,2078,2362,2669,2941,3163,3234,3378,3312,3094,3452,0.155672823218997,-0.00568181818181818,1.78026627218935,1.56530214424951,716.877510040161,0.618038911334809,1.57077493349486,0.0520814561182195,0.36875,0.217744916820702,0.634385534783941,0.373549067886036,0.121785540999515,-0.220135236664162,323,1,1911,1951,2230,2518,2835,3445,3668,3630,3502,3823,3400,3781,0.241505297771282,0.0290135396518375,1.9365273043884,2.1063829787234,726.211340206186,0.744676556665658,1.57078253766995,0.148428307278534,0.636801541425819,0.35254638768259,1.56176053005206,0.579506849315068,0.164677804295943,-0.16597755463674,323,1,,
0018,19,1829,1868,2134,2436,2761,3257,3473,3406,3296,3486,3347,3534,0.160628844839371,-0.00312124849939976,1.79727938738439,1.62298603651987,717.408026755853,0.617436225886045,1.57077745377997,0.0723014256619145,0.382736156351792,0.218871940404399,0.569471865745311,0.385443362378268,0.136767317939609,-0.223533556455875,265,1,1911,2028,2364,2698,3079,3488,3703,3712,3502,3627,3488,3800,0.255064935064935,0.032200157073937,2.13252807147805,2.59565217391304,728.351910828025,0.87299343958594,1.57078652269685,0.134787755792322,0.684797768479777,0.398687765341567,1.04791258055478,0.612049861495845,0.185688405797101,-0.168198012375773,265,1,,
0019,20,1776,1832,2078,2470,2683,2858,3014,3032,3129,3353,3173,3145,0.1005444646098,-0.0170940170940171,1.74215367170145,2.14025500910747,714.57399103139,0.583848190644307,1.57078212812147,0.027453795083438,0.223567393058918,0.123364485981308,0.341928251121076,0.241262928688078,0.147826086956522,-0.188103514870606,269,1,1842,1946,2194,2610,2905,3233,3494,3463,3367,3607,3367,3554,0.186611481014936,0.00876338851022396,1.96694979638425,2.64494382022472,733.125,0.774997096758697,1.57078460374484,0.0878284923928077,0.458849557522124,0.322704571648098,0.901998597475456,0.447786973731558,0.171793658305726,-0.163013152650458,269,1,,
0020,21,1743,1792,2086,2367,2693,3448,3654,3710.5,3598,3351,2928,3706.5,0.213300248396284,0.000720341931527565,1.97076991741902,1.44597573738412,718.809681697613,0.698380629905651,1.57077600894725,0.105322039315966,0.542265974084004,0.323848050740066,0.737416419357839,0.511833672066177,0.140200318005516,-0.268423051369788,280,1,1770,1966,2316,2714,2996,3836,4163,4539,3908,4169,3699,4179,0.325062034739454,0.0278271166370634,2.54156139562279,2.1913357400722,723.324974924774,0.841333990644736,1.57078468912701,0.183920533912774,0.963235294117647,0.729142857142857,1.11977071600965,0.780035026269702,0.181442351860358,-0.179647749510763,280,1,,
0021,22,1799,1776,2100,2415,2786,3360,3530,3500,3414,3423,3205,3552,0.181118522319138,-0.00293970160015264,1.86967329545455,1.63079615048119,715.951980207042,0.59756982820433,1.57078078333436,0.0851527079465502,0.442355889724311,0.240985362370582,0.54413923254351,0.434610123119015,0.153954619503792,-0.246302660775518,268,1,1872,2034,2398,2846,3105,3540,3748,3779,3799,3957,3664,3857,0.258296270954499,0.0332355816226784,2.25727768734762,2.25791139240506,725.004708097928,0.83976539558085,1.57078616987887,0.121766353600264,0.696494464944649,0.351598173515982,1.04224185532855,0.6198050282196,0.186400937866354,-0.18561967833491,268,1,,
0022,23,1882,1860,2142,2594,2839,3002,3152,3145,3301,3395,3264,3315,0.0944049326615216,-0.0197413206262764,1.78581684137533,2.3718992806743,714.323003811117,0.53977873679791,1.57078476283304,0.0278276937622582,0.208492624455786,0.104791922450556,0.282016910703238,0.22653223355942,0.164904584773896,-0.190074751158367,144,1,1887,1966,2258,2662,2978,3236,3385,3490,3502,3796,3636,3558,0.161397670549085,0.00269299820466786,1.94696829417416,2.64904862579281,724.913793103448,0.695536370903277,1.57078640034824,0.0496261046906866,0.384920634920635,0.239270386266094,0.542378793163586,0.387289968391283,0.184573002754821,-0.172103487064117,144,1,,
0023,24,1868,1890,2178,2636,2870,3053,3208,3179,3079,3363,3214,3341,0.0927266459841434,-0.0173179019158099,1.78216627116599,2.38836772983114,713.100933594885,0.552349271798669,1.57078510384308,0.0299110396084425,0.204407294832827,0.109396914446003,0.280878987640145,0.222505600551439,0.167372635534102,-0.189609833990384,96,1,1872,2006,2360,2814,3049,3266,3565,3536,3358,3624,3488,3652,0.150999017359974,0.00066949341664807,1.89912519991772,2.71399176954733,730.046468401487,0.784691995945854,1.57078698841741,0.0581196581196581,0.35570987654321,0.217180464149636,0.484867591424969,0.362338300311118,0.186213070725157,-0.173058933582788,96,1,,
0024,25,1716,1674,1957,2142,2509,3351,3672,3697,3766,3355,2853,3805,0.268134493940946,0.0164019786513929,1.98196677759149,1.31010928961749,720.009282178218,0.68540634340768,1.57075671105461,0.135479543930248,0.732742537313433,0.441039565554694,0.968115942028986,0.643412969283276,0.117266373285012,-0.298888888888889,271,1,1872,2204,2542,2870,3024,3588,3949,4006,3945,3837,3539,4086,0.355349157206742,0.0467699903991222,2.32850981206073,2.06071428571429,730.636363636364,0.943769689492083,1.57078465949577,0.205705447671421,1.10245464247599,0.696235395932497,1.94620881302104,0.852691315563199,0.173076923076923,-0.163515754560531,271,1,,
0025,26,1674,1756,2009,2388,2660,3020,3183,3282,3274,3083,2786,3251,0.156692242114237,-0.0141017780502759,1.91894971380198,1.7115165336374,717.920560747664,0.672763244422571,1.57078121359954,0.0552320451738133,0.371613424989891,0.220769518117296,0.498522055479764,0.37599727241732,0.155044332614426,-0.238427270966492,131,1,1686,1888,2186,2636,2782,3458,3832,3902,3624,3355,2906,3969,0.310732538330494,0.0162329296573048,2.35884189714977,2.19869706840391,729.551851851852,0.929270014419915,1.57078534343487,0.171607657123497,0.901631240731587,0.564554931836407,1.28414531117995,0.745631067961165,0.177191328934967,-0.197789182787209,131,1,,
0026,27,1683,1653.5,1928,2158,2535,3151.5,3378,3436,3451.5,2959,2616,3402,0.21299715015562,0.00225440955526575,1.96827217083293,1.4469696969697,717.48465270839,0.682541168371853,1.57077141988436,0.104775739967314,0.541286915359616,0.331299245971376,0.72954669389899,0.511102916675922,0.135945683126124,-0.26984126984127,132,1,1942,2128,2418,2846,3297,3588,3716,3867,3780,3557,3497,3751,0.293527345709985,0.0179640718562874,2.22821288932393,2.12061711079944,728.779411764706,0.939741707547057,1.57078570571599,0.165313413445924,0.830965909090909,0.504669260700389,1.07955301317015,0.704347826086957,0.171802448290418,-0.188590604026846,132,1,,
0027,28,1534,1534,1757,1874,2246,2881,3105,3186.5,3315,2860,2450,3268,0.255813953488372,0.0106439548221872,1.92469009427815,1.26168224299065,719.299643874644,0.675750107639501,1.57074129794473,0.125081244484655,0.6875,0.415081406921936,1.09377493061689,0.613832512315271,0.105868814729574,-0.289218717790146,138,1,1802,1698,1944,2278,2520,2989,3263,3552,3499,3290,3156,3447,0.316932538919854,0.034994068801898,2.21415786053829,2.14285714285714,724.284922394678,0.814570224125881,1.57077976395821,0.154795065658575,0.927968486212718,0.597122302158273,1.56362601934383,0.760491929285165,0.174503657262278,-0.186854855698336,138,1,,
0028,29,1557,1563,1817,1875,2313,2981,3207,3289,3373,3036,2477,3383,0.270639477331222,0.0263157894736842,1.8807187651368,1.23104693140794,717.106631989597,0.64688390135119,1.57069399703172,0.127683615819209,0.742128121606949,0.426121372031662,1.21204933586338,0.649406175771972,0.0941896024464832,-0.288355625491739,115,1,1625,1711,1932,2164,2479,3152,3404,3590,3723,3166,2733,3595,0.304505813953488,0.0446541766445978,2.07684260628972,1.45555555555556,722.285129604366,0.758108538748027,1.57076920932022,0.149626865671642,0.875653082549634,0.499554367201426,1.62703962703963,0.730681198910082,0.130623306233062,-0.243566726511071,115,1,,
0029,30,1534,1600,1858,2076,2413,2862,2993,3094,3248,3050,2682,3144,0.200923787528868,0.00547645125958379,1.83322899977719,1.46694214876033,714.45945945946,0.595599316788908,1.5707648028336,0.0851184834123223,0.502890173410405,0.272689598010775,0.730455780259583,0.482124302482201,0.121145374449339,-0.251681271652741,25,1,1598,1652,1986,2232,2514,2994,3213,3269,3723,3130,2737,3385,0.259259259259259,0.0305084745762712,2.00548682236455,1.87687687687688,720.375722543353,0.708279460942092,1.57077802562362,0.127683615819209,0.7,0.391623488773748,1.05389632681085,0.622101589763474,0.150515463917526,-0.198385469223007,25,1,,
0030,31,1608,1570,1852.5,1927,2337,3202,3565,3542,3484,3237,2535,3641,0.29668490502354,0.0273863334219622,1.99736135713626,1.20510551976387,721.161286668932,0.696642560898773,1.57069354288991,0.158928486008132,0.843675700054386,0.515826274035229,1.27062685154084,0.711914822904041,0.0974922098433431,-0.31751932376857,242,1,1720,1808,2130,2430,2777,3477,3716,3911,3817,3614,3081,3833,0.352367441035645,0.0580856285792201,2.24139678392865,1.71195652173913,726.41156462585,0.884938722890085,1.57077957267723,0.197993191184376,1.0881708652793,0.703753351206434,1.90643648763853,0.845531914893617,0.158878504672897,-0.234153616703952,242,1,,
0031,32,1625,1593.5,1889,1965.5,2431,3259,3580.5,3588.5,3678.5,3366,2697.5,3701,0.290921626444095,0.0226696148351541,2.00486538174798,1.22879708569942,719.287105275782,0.669237161622712,1.57071833975637,0.141793570219966,0.82056309933956,0.473336950623983,1.17402324510071,0.698085917583144,0.104722799732732,-0.312009999893886,78,1,1717,1985,2240,2410,2850,3493,3716,3855,3817,3695,3054,3833,0.329570284049527,0.0469945355191257,2.17178260369932,1.53291814946619,726.135483870968,0.810241149718199,1.57077633806723,0.182318541451668,0.983161325366648,0.576576576576577,1.63180670753696,0.790824685963954,0.15046470735996,-0.210015870216893,78,1,,
0032,33,1626,1628,1870.5,2188,2468,3080,3428,3354,3244,3260,2894,3516,0.215322940719715,-0.00577724036006986,2.07857983381585,1.47819692774065,720.782105081006,0.6805254607258,1.57077492347679,0.107330316742081,0.548842993257834,0.339925820837418,0.685005465275556,0.516683035714286,0.142342161065287,-0.284657042540518,40,1,1630,1704,1924,2328,2634,3271,3580,3757,3431,3384,3117,3634,0.341306676187076,0.032183908045977,2.3077392578125,1.61538461538462,725.753012048193,0.860591935901537,1.57078172442462,0.163849848781356,1.03631436314363,0.58468085106383,1.58909574468085,0.818989826878458,0.155370177267988,-0.247731755424063,40,1,,
0033,34,1685,1686,1963,2300,2609,2986,3214,3201.5,3263,3341,3115,3419,0.167916941254412,-0.00802901886275654,1.90361484258527,1.6891160310278,716.390890198691,0.604802219172479,1.57077846157639,0.0717336532663944,0.403606968363267,0.227953006312042,0.508125507544491,0.40293336172804,0.15163118750563,-0.239748955013805,260,1,1830,2004,2418,2699,3130,3597,3796,3867,3832,4037,3652,3974,0.289214869144858,0.0425742574257426,2.27210723957549,2.32876712328767,726.824877250409,0.8163953713379,1.57078491864806,0.138339920948617,0.813789868667918,0.436478454680535,1.19162087912088,0.694,0.186780170255383,-0.168493150684932,260,1,,
0034,35,1616,1643,1902,2296,2519,2661,2814,2783,3158,3118,3047,2923,0.098334655035686,-0.0173775671406003,1.79442718061804,2.29875518672199,713.634868421053,0.532761918254587,1.57078099245603,0.0291411042944785,0.218117854001759,0.110269041303524,0.297589463220676,0.23595639246779,0.164556962025316,-0.191655801825293,279,1,1657,1944,2264,2598,2722,3230,3536,3604,3431,3693,3426,3588,0.201607501674481,0.00381776533469076,2.14464125773062,2.69806763285024,727.773333333333,0.860664628827824,1.57078435380283,0.117453727728767,0.50503355704698,0.353978831830655,0.760485093481556,0.483776996484179,0.184968277208394,-0.168544194107452,279,1,,
0035,36,1539,1606.5,1834,2192,2493,3200,3410.5,3330,3272,3219,2908.5,3426,0.20484426096592,-0.0129264658785524,2.12292590143337,1.51306136884261,719.573545861298,0.676864694400168,1.57077816714852,0.122861054072553,0.515230573394339,0.334930879748631,0.642208264586544,0.491535802817347,0.150910708973744,-0.290741104776882,200,1,1655,1811,2128,2604,2837,3351,3596,3742,3448,3755,3430,3684,0.343626570915619,0.0321094312455004,2.38544305179492,2.26629422718808,726.769153225806,0.886590542074022,1.5707853586966,0.177626876340243,1.04704595185996,0.578444154715341,1.52838811741958,0.824555735056543,0.192441571357534,-0.19460257221168,200,1,,
0036,37,1495,1588.5,1826,2019,2445,3172,3414,3388.5,3305,3481.5,2814,3506,0.258034491869431,0.00647027033467547,2.04515921390562,1.30124908155768,718.075561375431,0.63685713907708,1.57076195075521,0.119789924683277,0.695543096489889,0.388320754655416,0.982813402657423,0.619167089902918,0.117816957999201,-0.302136069845151,66,1,1608,1808,2164,2352,2721,3293,3569,3655,3791,3695,3246,3678,0.341284403669725,0.0500863557858377,2.3527092299849,1.58011996572408,724.543010752688,0.773568056853876,1.57077868654042,0.170626349892009,1.03621169916435,0.586371527777778,1.52159685863874,0.818932305998899,0.168617683686177,-0.247042449547669,66,1,,
0037,38,1624,1702,1974,2392,2679,3053,3293,3374,3471,3663,3311,3553,0.168147884820476,-0.0142322097378277,2.0442416815911,1.71157495256167,719.39375,0.670817265893586,1.57078264426547,0.0693590869183494,0.404273504273504,0.254470426409904,0.491541159480091,0.40348320597121,0.168115222249814,-0.25666301569916,167,1,1651,2044,2348,2832,3169,3643,3803,3786,3626,3725,3421,3839,0.223154086498931,0.0160502442428472,2.21711632454644,2.28640776699029,728.629679144385,0.802224984383794,1.57078653669465,0.107564830443456,0.574513124470788,0.353258912495499,0.817021803766105,0.535481749424531,0.205616850551655,-0.210935940929954,167,1,,
0038,39,1644,1720,1958,2432,2672.5,2821,2978.5,3055,3111,3407,3373,3096,0.113172262922883,-0.0297910019465013,1.94520498100365,2.13593920925145,714.79345986905,0.6277426628037,1.57078423352266,0.0339968293112559,0.255229439383724,0.153709271690755,0.327921613852568,0.271563464699739,0.171333649738965,-0.219845253761173,214,1,1828,1827,2114,2556,2861,3121,3335,3480,3497,3645,3576,3612,0.174089068825911,0.00153973706028663,2.15168318615778,2.53021442495127,729.32123655914,0.856927700986342,1.57078628629051,0.0955318751168443,0.421568627450981,0.270773046713518,0.565293602103418,0.417743295665374,0.191256830601093,-0.199695701787752,214,1,,
0039,40,2093,2244,2432,2732,2960,3085,3195,3174,3330,3383,3063,3264,0.0731111498865818,-0.0113452188006483,1.46004839633272,2.13255813953488,709.375,0.505246081345363,1.57077905080501,0.0207844451894066,0.157756024096386,0.0763358778625953,0.392622352081812,0.175436147941382,0.0987300286767718,-0.12981708399929,273,1,2196,3336,3226,3398,3180,3613,3845,4087,3780,3803,3436,3904,0.21365998515219,0.0380507343124166,2.20233421108603,3.60223048327138,798.151041666667,2.15099782943123,1.57078775706823,0.0884929024463908,0.543429003021148,0.345292955892034,3.49090909090909,0.51270783847981,0.185284280936455,-0.0390229371462615,273,1,,
0040,41,1425,1512,1768,1834,2297,3360,3637,3657,3723,3036,2464,3735,0.323790541764812,0.0288808664259928,2.10803696736242,1.18251786695987,719.062795089707,0.681950113268133,1.57067634253111,0.178632187818986,0.957663451232583,0.565711878685763,1.35392762577229,0.77695652173913,0.0949589683470106,-0.341772151898734,591,1,1529,1860,2182,2440,2598,3785,4224,4645,4436,3541,2948,4440,0.506929724441546,0.0802274162981681,2.74510773503914,1.48407643312102,727.120206489676,0.945542239501917,1.57077593233256,0.27608657399261,2.05621693121693,1.08246958089229,2.68454258675079,1.21643299641343,0.148994767281741,-0.260020554984584,591,1,,
0041,42,1397,1494,1711,1807.5,2180,2922,3186,3198,3314,2927,2434,3338,0.270497803806735,0.0139382444749731,1.98768583762873,1.24061924313501,720.446217699361,0.700481268471458,1.57073075591456,0.142462509865825,0.741595584545911,0.466929727855846,1.16897621117966,0.64907593778591,0.0990220048899755,-0.299756012796153,412,1,1545,1974,2402,2700,2975,3440,3610,3696,3569,3446,3004,3729,0.334926470588235,0.0558152323343415,2.29166377380332,1.77445652173913,725.453720508167,0.864912280701755,1.5707799666617,0.194089025049558,1.00718629076838,0.629990714948932,1.85002296738631,0.803675794890645,0.168207024029575,-0.211424819435325,412,1,,
